"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3KXU4UGQ","journalArticle","2018","Waa, Jasper van der; Robeer, Marcel; Diggelen, Jurriaan van; Brinkhuis, Matthieu; Neerincx, Mark","Contrastive explanations with local foil trees","arxiv","","","","http://arxiv.org/pdf/1806.07470v1","Recent advances in interpretable Machine Learning (iML) and eXplainable AI (XAI) construct explanations based on the importance of features in classification tasks. However, in a high-dimensional feature space this approach may become unfeasible without restraining the set of important features. We propose to utilize the human tendency to ask questions like ""Why this output (the fact) instead of that output (the foil)?"" to reduce the number of features to those that play a main role in the asked contrast. Our proposed method utilizes locally trained one-versus-all decision trees to identify the disjoint set of rules that causes the tree to classify data points as the foil and not as the fact. In this study we illustrate this approach on three benchmark classification tasks.","2018-06","2019-09-20 10:15:42","2019-09-20 10:15:42","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1806.07470v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZHJKLMY6","journalArticle","2018","Alvarez-Melis, David; Jaakkola, Tommi S.","Towards robust interpretability with self-explaining neural networks","arxiv","","","","http://arxiv.org/pdf/1806.07538v2","Most recent work on interpretability of complex machine learning models has focused on estimating <i>a posteriori</i> explanations for previously trained models around specific predictions. <i>Self-explaining</i> models where interpretability plays a key role already during learning have received much less attention. We propose three desiderata for explanations in general – explicitness, faithfulness, and stability – and show that existing methods do not satisfy them. In response, we design self-explaining models in stages, progressively generalizing linear classifiers to complex yet architecturally explicit models. Faithfulness and stability are enforced via regularization specifically tailored to such models. Experimental results across various benchmark datasets show that our framework offers a promising direction for reconciling model complexity and interpretability.","2018-06","2019-09-20 10:15:42","2019-09-20 10:15:42","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1806.07538v2  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XTZQ39S6","journalArticle","2018","Hendricks, Lisa Anne; Hu, Ronghang; Darrell, Trevor; Akata, Zeynep","Generating counterfactual explanations with natural language","arxiv","","","","http://arxiv.org/pdf/1806.09809v1","Natural language explanations of deep neural network decisions provide an intuitive way for a AI agent to articulate a reasoning process. Current textual explanations learn to discuss class discriminative features in an image. However, it is also helpful to understand which attributes might change a classification decision if present in an image (e.g., ""This is not a Scarlet Tanager because it does not have black wings."") We call such textual explanations counterfactual explanations, and propose an intuitive method to generate counterfactual explanations by inspecting which evidence in an input is missing, but might contribute to a different classification decision if present in the image. To demonstrate our method we consider a fine-grained image classification task in which we take as input an image and a counterfactual class and output text which explains why the image does not belong to a counterfactual class. We then analyze our generated counterfactual explanations both qualitatively and quantitatively using proposed automatic metrics.","2018-06","2019-09-20 10:15:42","2019-09-20 10:15:42","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1806.09809v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5YKTBDVE","journalArticle","2018","Gupta, Pankaj; Schütze, Hinrich","LISA: explaining recurrent neural network judgments via layer-wise semantic accumulation and example to pattern transformation","arxiv","","","","http://arxiv.org/pdf/1808.01591v1","Recurrent neural networks (RNNs) are temporal networks and cumulative in nature that have shown promising results in various natural language processing tasks. Despite their success, it still remains a challenge to understand their hidden behavior. In this work, we analyze and interpret the cumulative nature of RNN via a proposed technique named as Layer-wIse-Semantic-Accumulation (LISA) for explaining decisions and detecting the most likely (i.e., saliency) patterns that the network relies on while decision making. We demonstrate (1) LISA: ""How an RNN accumulates or builds semantics during its sequential processing for a given text example and expected response"" (2) Example2pattern: ""How the saliency patterns look like for each category in the data according to the network in decision making"". We analyse the sensitiveness of RNNs about different inputs to check the increase or decrease in prediction scores and further extract the saliency patterns learned by the network. We employ two relation classification datasets: SemEval 10 Task 8 and TAC KBP Slot Filling to explain RNN predictions via the LISA and example2pattern.","2018-08","2019-09-20 10:15:42","2019-09-20 10:15:42","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1808.01591v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MFPR3MCF","journalArticle","2018","Harbecke, David; Schwarzenberg, Robert; Alt, Christoph","Learning explanations from language data","arxiv","","","","http://arxiv.org/pdf/1808.04127v1","PatternAttribution is a recent method, introduced in the vision domain, that explains classifications of deep neural networks. We demonstrate that it also generates meaningful interpretations in the language domain.","2018-08","2019-09-20 10:15:42","2019-09-20 10:15:42","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1808.04127v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IN2WLRLB","journalArticle","2018","Sushil, Madhumita; Šuster, Simon; Daelemans, Walter","Rule induction for global explanation of trained models","arxiv","","","","http://arxiv.org/pdf/1808.09744v1","Understanding the behavior of a trained network and finding explanations for its outputs is important for improving the network's performance and generalization ability, and for ensuring trust in automated systems. Several approaches have previously been proposed to identify and visualize the most important features by analyzing a trained network. However, the relations between different features and classes are lost in most cases. We propose a technique to induce sets of if-then-else rules that capture these relations to globally explain the predictions of a network. We first calculate the importance of the features in the trained network. We then weigh the original inputs with these feature importance scores, simplify the transformed input space, and finally fit a rule induction model to explain the model predictions. We find that the output rule-sets can explain the predictions of a neural network trained for 4-class text classification from the 20 newsgroups dataset to a macro-averaged F-score of 0.80. We make the code available at https://github.com/clips/interpret<sub>w</sub>ith<sub>r</sub>ules.","2018-08","2019-09-20 10:15:42","2019-09-20 10:15:42","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1808.09744v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X99RB5ML","journalArticle","2018","Ross, Andrew Slavin","Training machine learning models by regularizing their explanations","arxiv","","","","http://arxiv.org/pdf/1810.00869v1","Neural networks are among the most accurate supervised learning methods in use today. However, their opacity makes them difficult to trust in critical applications, especially when conditions in training may differ from those in practice. Recent efforts to develop explanations for neural networks and machine learning models more generally have produced tools to shed light on the implicit rules behind predictions. These tools can help us identify when models are right for the wrong reasons. However, they do not always scale to explaining predictions for entire datasets, are not always at the right level of abstraction, and most importantly cannot correct the problems they reveal. In this thesis, we explore the possibility of training machine learning models (with a particular focus on neural networks) using explanations themselves. We consider approaches where models are penalized not only for making incorrect predictions but also for providing explanations that are either inconsistent with domain knowledge or overly complex. These methods let us train models which can not only provide more interpretable rationales for their predictions but also generalize better when training data is confounded or meaningfully different from test data (even adversarially so).","2018-09","2019-09-20 10:15:43","2019-09-20 10:15:43","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1810.00869v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZPD3Z9M","journalArticle","2018","Peltola, Tomi","Local interpretable model-agnostic explanations of bayesian predictive models via kullback-leibler projections","arxiv","","","","http://arxiv.org/pdf/1810.02678v1","We introduce a method, KL-LIME, for explaining predictions of Bayesian predictive models by projecting the information in the predictive distribution locally to a simpler, interpretable explanation model. The proposed approach combines the recent Local Interpretable Model-agnostic Explanations (LIME) method with ideas from Bayesian projection predictive variable selection methods. The information theoretic basis helps in navigating the trade-off between explanation fidelity and complexity. We demonstrate the method in explaining MNIST digit classifications made by a Bayesian deep convolutional neural network.","2018-10","2019-09-20 10:15:43","2019-09-20 10:15:43","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1810.02678v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LWULQE4F","journalArticle","2018","Koupaee, Mahnaz; Wang, William Yang","Analyzing and interpreting convolutional neural networks in NLP","arxiv","","","","http://arxiv.org/pdf/1810.09312v1","Convolutional neural networks have been successfully applied to various NLP tasks. However, it is not obvious whether they model different linguistic patterns such as negation, intensification, and clause compositionality to help the decision-making process. In this paper, we apply visualization techniques to observe how the model can capture different linguistic features and how these features can affect the performance of the model. Later on, we try to identify the model errors and their sources. We believe that interpreting CNNs is the first step to understand the underlying semantic features which can raise awareness to further improve the performance and explainability of CNN models.","2018-10","2019-09-20 10:15:43","2019-09-20 10:15:43","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1810.09312v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J5IVKUKZ","journalArticle","2018","Zharov, Yaroslav; Korzhenkov, Denis; Shvechikov, Pavel; Tuzhilin, Alexander","YASENN: explaining neural networks via partitioning activation sequences","arxiv","","","","http://arxiv.org/pdf/1811.02783v1","We introduce a novel approach to feed-forward neural network interpretation based on partitioning the space of sequences of neuron activations. In line with this approach, we propose a model-specific interpretation method, called YASENN. Our method inherits many advantages of model-agnostic distillation, such as an ability to focus on the particular input region and to express an explanation in terms of features different from those observed by a neural network. Moreover, examination of distillation error makes the method applicable to the problems with low tolerance to interpretation mistakes. Technically, YASENN distills the network with an ensemble of layer-wise gradient boosting decision trees and encodes the sequences of neuron activations with leaf indices. The finite number of unique codes induces a partitioning of the input space. Each partition may be described in a variety of ways, including examination of an interpretable model (e.g. a logistic regression or a decision tree) trained to discriminate between objects of those partitions. Our experiments provide an intuition behind the method and demonstrate revealed artifacts in neural network decision making.","2018-11","2019-09-20 10:15:43","2019-09-20 10:15:43","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1811.02783v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KMKWZWKC","journalArticle","2018","Marino, Daniel L.; Wickramasinghe, Chathurika S.; Manic, Milos","An adversarial approach for explainable AI in intrusion detection systems","arxiv","","","","http://arxiv.org/pdf/1811.11705v1","Despite the growing popularity of modern machine learning techniques (e.g. Deep Neural Networks) in cyber-security applications, most of these models are perceived as a black-box for the user. Adversarial machine learning offers an approach to increase our understanding of these models. In this paper we present an approach to generate explanations for incorrect classifications made by data-driven Intrusion Detection Systems (IDSs). An adversarial approach is used to find the minimum modifications (of the input features) required to correctly classify a given set of misclassified samples. The magnitude of such modifications is used to visualize the most relevant features that explain the reason for the misclassification. The presented methodology generated satisfactory explanations that describe the reasoning behind the mis-classifications, with descriptions that match expert knowledge. The advantages of the presented methodology are: 1) applicable to any classifier with defined gradients. 2) does not require any modification of the classifier model. 3) can be extended to perform further diagnosis (e.g. vulnerability assessment) and gain further understanding of the system. Experimental evaluation was conducted on the NSL-KDD99 benchmark dataset using Linear and Multilayer perceptron classifiers. The results are shown using intuitive visualizations in order to improve the interpretability of the results.","2018-11","2019-09-20 10:15:43","2019-09-20 10:15:43","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1811.11705v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYQLSH2W","journalArticle","2018","Horel, Enguerrand; Mison, Virgile; Xiong, Tao; Giesecke, Kay; Mangu, Lidia","Sensitivity based neural networks explanations","arxiv","","","","http://arxiv.org/pdf/1812.01029v1","Although neural networks can achieve very high predictive performance on various different tasks such as image recognition or natural language processing, they are often considered as opaque ""black boxes"". The difficulty of interpreting the predictions of a neural network often prevents its use in fields where explainability is important, such as the financial industry where regulators and auditors often insist on this aspect. In this paper, we present a way to assess the relative input features importance of a neural network based on the sensitivity of the model output with respect to its input. This method has the advantage of being fast to compute, it can provide both global and local levels of explanations and is applicable for many types of neural network architectures. We illustrate the performance of this method on both synthetic and real data and compare it with other interpretation techniques. This method is implemented into an open-source Python package that allows its users to easily generate and visualize explanations for their neural networks.","2018-12","2019-09-20 10:15:44","2019-09-20 10:15:44","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1812.01029v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AQFTYZFQ","journalArticle","2018","Tsang, Michael; Sun, Youbang; Ren, Dongxu; Liu, Yan","Can I trust you more? Model-agnostic hierarchical explanations","arxiv","","","","http://arxiv.org/pdf/1812.04801v1","Interactions such as double negation in sentences and scene interactions in images are common forms of complex dependencies captured by state-of-the-art machine learning models. We propose Mahé, a novel approach to provide Model-agnostic hierarchical éxplanations of how powerful machine learning models, such as deep neural networks, capture these interactions as either dependent on or free of the context of data instances. Specifically, Mahé provides context-dependent explanations by a novel local interpretation algorithm that effectively captures any-order interactions, and obtains context-free explanations through generalizing context-dependent interactions to explain global behaviors. Experimental results show that Mahé obtains improved local interaction interpretations over state-of-the-art methods and successfully explains interactions that are context-free.","2018-12","2019-09-20 10:15:44","2019-09-20 10:15:44","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1812.04801v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5H89JIFE","journalArticle","2018","Chen, Runjin; Chen, Hao; Huang, Ge; Ren, Jie; Zhang, Quanshi","Explaining neural networks semantically and quantitatively","arxiv","","","","http://arxiv.org/pdf/1812.07169v1","This paper presents a method to explain the knowledge encoded in a convolutional neural network (CNN) quantitatively and semantically. The analysis of the specific rationale of each prediction made by the CNN presents a key issue of understanding neural networks, but it is also of significant practical values in certain applications. In this study, we propose to distill knowledge from the CNN into an explainable additive model, so that we can use the explainable model to provide a quantitative explanation for the CNN prediction. We analyze the typical bias-interpreting problem of the explainable model and develop prior losses to guide the learning of the explainable additive model. Experimental results have demonstrated the effectiveness of our method.","2018-12","2019-09-20 10:15:44","2019-09-20 10:15:44","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1812.07169v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U68PGY5F","journalArticle","2019","Yang, Zebin; Zhang, Aijun; Sudjianto, Agus","Enhancing explainability of neural networks through architecture constraints","arxiv","","","","http://arxiv.org/pdf/1901.03838v1","Prediction accuracy and model explainability are the two most important objectives when developing machine learning algorithms to solve real-world problems. The neural networks are known to possess good prediction performance, but lack of sufficient model explainability. In this paper, we propose to enhance the explainability of neural networks through the following architecture constraints: a) sparse additive subnetworks; b) orthogonal projection pursuit; and c) smooth function approximation. It leads to a sparse, orthogonal and smooth explainable neural network (SOSxNN). The multiple parameters in the SOSxNN model are simultaneously estimated by a modified mini-batch gradient descent algorithm based on the backpropagation technique for calculating the derivatives and the Cayley transform for preserving the projection orthogonality. The hyperparameters controlling the sparse and smooth constraints are optimized by the grid search. Through simulation studies, we compare the SOSxNN method to several benchmark methods including least absolute shrinkage and selection operator, support vector machine, random forest, and multi-layer perceptron. It is shown that proposed model keeps the flexibility of pursuing prediction accuracy while attaining the improved interpretability, which can be therefore used as a promising surrogate model for complex model approximation. Finally, the real data example from the Lending Club is employed as a showcase of the SOSxNN application.","2019-01","2019-09-20 10:15:44","2019-09-20 10:15:44","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1901.03838v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4D3UI6Z5","journalArticle","2019","Geng, Yuxia; Chen, Jiaoyan; Jimenez-Ruiz, Ernesto; Chen, Huajun","Human-centric transfer learning explanation via knowledge graph [Extended abstract]","arxiv","","","","http://arxiv.org/pdf/1901.08547v1","Transfer learning which aims at utilizing knowledge learned from one problem (source domain) to solve another different but related problem (target domain) has attracted wide research attentions. However, the current transfer learning methods are mostly uninterpretable, especially to people without ML expertise. In this extended abstract, we brief introduce two knowledge graph (KG) based frameworks towards human understandable transfer learning explanation. The first one explains the transferability of features learned by Convolutional Neural Network (CNN) from one domain to another through pre-training and fine-tuning, while the second justifies the model of a target domain predicted by models from multiple source domains in zero-shot learning (ZSL). Both methods utilize KG and its reasoning capability to provide rich and human understandable explanations to the transfer procedure.","2019-01","2019-09-20 10:15:44","2019-09-20 10:15:44","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1901.08547v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VAYCDBZJ","journalArticle","2019","Ish-Horowicz, Jonathan; Udwin, Dana; Flaxman, Seth; Filippi, Sarah; Crawford, Lorin","Interpreting deep neural networks through variable importance","arxiv","","","","http://arxiv.org/pdf/1901.09839v1","While the success of deep neural networks (DNNs) is well-established across a variety of domains, our ability to explain and interpret these methods is limited. Unlike previously proposed local methods which try to explain particular classification decisions, we focus on global interpretability and ask a universally applicable question: given a trained model, which features are the most important? In the context of neural networks, a feature is rarely important on its own, so our strategy is specifically designed to leverage partial covariance structures and incorporate variable dependence into feature ranking. Our methodological contributions in this paper are two-fold. First, we propose an effect size analogue for DNNs that is appropriate for applications with highly collinear predictors (ubiquitous in computer vision). Second, we extend the recently proposed ""RelATive cEntrality"" (RATE) measure (Crawford et al., 2019) to the Bayesian deep learning setting. RATE applies an information theoretic criterion to the posterior distribution of effect sizes to assess feature significance. We apply our framework to three broad application areas: computer vision, natural language processing, and social science.","2019-01","2019-09-20 10:15:45","2019-09-20 10:15:45","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1901.09839v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SE3JUKEM","journalArticle","2019","Ibrahim, Mark; Louie, Melissa; Modarres, Ceena; Paisley, John","Global explanations of neural networks: mapping the landscape of predictions","arxiv","","","","http://arxiv.org/pdf/1902.02384v1","A barrier to the wider adoption of neural networks is their lack of interpretability. While local explanation methods exist for one prediction, most global attributions still reduce neural network decisions to a single set of features. In response, we present an approach for generating global attributions called GAM, which explains the landscape of neural network predictions across subpopulations. GAM augments global explanations with the proportion of samples that each attribution best explains and specifies which samples are described by each attribution. Global explanations also have tunable granularity to detect more or fewer subpopulations. We demonstrate that GAM's global explanations 1) yield the known feature importances of simulated data, 2) match feature weights of interpretable statistical models on real data, and 3) are intuitive to practitioners through user studies. With more transparent predictions, GAM can help ensure neural network decisions are generated for the right reasons.","2019-02","2019-09-20 10:15:45","2019-09-20 10:15:45","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1902.02384v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZEVIPKJ5","journalArticle","2019","Cui, Xinrui; Wang, Dan; Wang, Z. Jane","CHIP: channel-wise disentangled interpretation of deep convolutional neural networks","arxiv","","","","http://arxiv.org/pdf/1902.02497v1","With the widespread applications of deep convolutional neural networks (DCNNs), it becomes increasingly important for DCNNs not only to make accurate predictions but also to explain how they make their decisions. In this work, we propose a CHannel-wise disentangled InterPretation (CHIP) model to give the visual interpretation to the predictions of DCNNs. The proposed model distills the class-discriminative importance of channels in networks by utilizing the sparse regularization. Here, we first introduce the network perturbation technique to learn the model. The proposed model is capable to not only distill the global perspective knowledge from networks but also present the class-discriminative visual interpretation for specific predictions of networks. It is noteworthy that the proposed model is able to interpret different layers of networks without re-training. By combining the distilled interpretation knowledge in different layers, we further propose the Refined CHIP visual interpretation that is both high-resolution and class-discriminative. Experimental results on the standard dataset demonstrate that the proposed model provides promising visual interpretation for the predictions of networks in image classification task compared with existing visual interpretation methods. Besides, the proposed method outperforms related approaches in the application of ILSVRC 2015 weakly-supervised localization task.","2019-02","2019-09-20 10:15:45","2019-09-20 10:15:45","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1902.02497v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8PZJ5G45","journalArticle","2019","Hohman, Fred; Park, Haekyu; Robinson, Caleb; Chau, Duen Horng","Summit: scaling deep learning interpretability by visualizing activation and attribution summarizations","arxiv","","","","http://arxiv.org/pdf/1904.02323v2","Deep learning is increasingly used in decision-making tasks. However, understanding how neural networks produce final predictions remains a fundamental challenge. Existing work on interpreting neural network predictions for images often focuses on explaining predictions for single images or neurons. As predictions are often computed based off of millions of weights that are optimized over millions of images, such explanations can easily miss a bigger picture. We present Summit, the first interactive system that scalably and systematically summarizes and visualizes what features a deep learning model has learned and how those features interact to make predictions. Summit introduces two new scalable summarization techniques: (1) activation aggregation discovers important neurons, and (2) neuron-influence aggregation identifies relationships among such neurons. Summit combines these techniques to create the novel attribution graph that reveals and summarizes crucial neuron associations and substructures that contribute to a model's outcomes. Summit scales to large data, such as the ImageNet dataset with 1.2M images, and leverages neural network feature visualization and dataset examples to help users distill large, complex neural network models into compact, interactive visualizations. We present neural network exploration scenarios where Summit helps us discover multiple surprising insights into a state-of-the-art image classifier's learned representations and informs future neural network architecture design. The Summit visualization runs in modern web browsers and is open-sourced.","2019-04","2019-09-20 10:15:45","2019-09-20 10:15:45","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1904.02323v2  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8BD4A6BP","journalArticle","2019","Alishahi, Afra; Chrupała, Grzegorz; Linzen, Tal","Analyzing and interpreting neural networks for NLP: A report on the first BlackboxNLP workshop","arxiv","","","","http://arxiv.org/pdf/1904.04063v1","The EMNLP 2018 workshop BlackboxNLP was dedicated to resources and techniques specifically developed for analyzing and understanding the inner-workings and representations acquired by neural models of language. Approaches included: systematic manipulation of input to neural networks and investigating the impact on their performance, testing whether interpretable knowledge can be decoded from intermediate representations acquired by neural networks, proposing modifications to neural network architectures to make their knowledge state or generated output more explainable, and examining the performance of networks on simplified or formal languages. Here we review a number of representative studies in each category.","2019-04","2019-09-20 10:15:45","2019-09-20 10:15:45","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1904.04063v1  bibtex*[comments=Reviews the current state of explainability research,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P6DP9VUR","journalArticle","2019","Nguyen, Anh; Yosinski, Jason; Clune, Jeff","Understanding neural networks via feature visualization: A survey","arxiv","","","","http://arxiv.org/pdf/1904.08939v1","A neuroscience method to understanding the brain is to find and study the preferred stimuli that highly activate an individual cell or groups of cells. Recent advances in machine learning enable a family of methods to synthesize preferred stimuli that cause a neuron in an artificial or biological brain to fire strongly. Those methods are known as Activation Maximization (AM) or Feature Visualization via Optimization. In this chapter, we (1) review existing AM techniques in the literature; (2) discuss a probabilistic interpretation for AM; and (3) review the applications of AM in debugging and explaining networks.","2019-04","2019-09-20 10:15:45","2019-09-20 10:15:45","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1904.08939v1  bibtex*[comments=Reviews the current state of explainability research,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LLLNUZDB","journalArticle","2019","Paçacı, Görkem; Johnson, David; McKeever, Steve; Hamfelt, Andreas","""Why did you do that?"": Explaining black box models with Inductive Synthesis","arxiv","","","","http://arxiv.org/pdf/1904.09273v1","By their nature, the composition of black box models is opaque. This makes the ability to generate explanations for the response to stimuli challenging. The importance of explaining black box models has become increasingly important given the prevalence of AI and ML systems and the need to build legal and regulatory frameworks around them. Such explanations can also increase trust in these uncertain systems. In our paper we present RICE, a method for generating explanations of the behaviour of black box models by (1) probing a model to extract model output examples using sensitivity analysis; (2) applying CNPInduce, a method for inductive logic program synthesis, to generate logic programs based on critical input-output pairs; and (3) interpreting the target program as a human-readable explanation. We demonstrate the application of our method by generating explanations of an artificial neural network trained to follow simple traffic rules in a hypothetical self-driving car simulation. We conclude with a discussion on the scalability and usability of our approach and its potential applications to explanation-critical scenarios.","2019-04","2019-09-20 10:15:46","2019-09-20 10:15:46","","","","","","","","","","","","","","","","","","","","","","Citation Key: http://arxiv.org/abs/1904.09273v1  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CKBEQSIU","conferencePaper","2018","Hu, Ronghang; Andreas, Jacob; Darrell, Trevor; Saenko, Kate","Explainable <span class=""nocase"">Neural Computation</span> via <span class=""nocase"">Stack Neural Module Networks</span>","Computer <span class=""nocase"">Vision</span> – <span class=""nocase"">ECCV</span> 2018","978-3-030-01234-2","","","","In complex inferential tasks like question answering, machine learning models must confront two challenges: the need to implement a compositional reasoning process, and, in many applications, the need for this reasoning process to be interpretable to assist users in both development and prediction. Existing models designed to produce interpretable traces of their decision-making process typically require these traces to be supervised at training time. In this paper, we present a novel neural modular approach that performs compositional reasoning by automatically inducing a desired sub-task decomposition without relying on strong supervision. Our model allows linking different reasoning tasks though shared modules that handle common routines across tasks. Experiments show that the model is more interpretable to human evaluators compared to other state-of-the-art models: users can better understand the model's underlying reasoning procedure and predict when it will succeed or fail based on observing its intermediate outputs.","2018","2019-09-20 10:15:46","2019-09-20 10:15:46","","55-71","","","","","","","Lecture <span class=""nocase"">Notes</span> in <span class=""nocase"">Computer Science</span>","","","","Springer International Publishing","","English","","","","","","","Citation Key: huExplainableNeuralComputation2018  bibtex*[comments=Presents a specific method for enhancing explainability for models,]","","","","Interpretable reasoning; Neural module networks; Visual question answering","","Ferrari, Vittorio; Hebert, Martial; Sminchisescu, Cristian; Weiss, Yair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
