"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"AP4RMGLH","journalArticle","2016","Vidovic, Marina M.-C.; Görnitz, Nico; Müller, Klaus-Robert; Kloft, Marius","Feature Importance Measure for Non-linear Learning Algorithms","arXiv:1611.07567 [cs, stat]","","","","http://arxiv.org/abs/1611.07567","Complex problems may require sophisticated, non-linear learning methods such as kernel machines or deep neural networks to achieve state of the art prediction accuracies. However, high prediction accuracies are not the only objective to consider when solving problems using machine learning. Instead, particular scientific applications require some explanation of the learned prediction function. Unfortunately, most methods do not come with out of the box straight forward interpretation. Even linear prediction functions are not straight forward to explain if features exhibit complex correlation structure. In this paper, we propose the Measure of Feature Importance (MFI). MFI is general and can be applied to any arbitrary learning machine (including kernel machines and deep learning). MFI is intrinsically non-linear and can detect features that by itself are inconspicuous and only impact the prediction function through their interaction with other features. Lastly, MFI can be used for both --- model-based feature importance and instance-based feature importance (i.e, measuring the importance of a feature for a particular data point).","2016-11-22","2019-05-16 16:47:03","2019-05-16 18:07:18","2019-05-16 18:03:55","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1611.07567","Comment: Presented at NIPS 2016 Workshop on Interpretable Machine Learning in Complex Systems","/home/tim/Zotero/storage/Z2BAH4DN/Vidovic et al. - 2016 - Feature Importance Measure for Non-linear Learning.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CZU4AZ5H","journalArticle","2018","Hendricks, Lisa Anne; Hu, Ronghang; Darrell, Trevor; Akata, Zeynep","Generating Counterfactual Explanations with Natural Language","arXiv:1806.09809 [cs]","","","","http://arxiv.org/abs/1806.09809","Natural language explanations of deep neural network decisions provide an intuitive way for a AI agent to articulate a reasoning process. Current textual explanations learn to discuss class discriminative features in an image. However, it is also helpful to understand which attributes might change a classiﬁcation decision if present in an image (e.g., “This is not a Scarlet Tanager because it does not have black wings.”) We call such textual explanations counterfactual explanations, and propose an intuitive method to generate counterfactual explanations by inspecting which evidence in an input is missing, but might contribute to a different classiﬁcation decision if present in the image. To demonstrate our method we consider a ﬁne-grained image classiﬁcation task in which we take as input an image and a counterfactual class and output text which explains why the image does not belong to a counterfactual class. We then analyze our generated counterfactual explanations both qualitatively and quantitatively using proposed automatic metrics.","2018-06-26","2019-05-16 16:47:09","2019-05-16 18:07:25","2019-05-16 18:03:59","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1806.09809","Comment: presented at 2018 ICML Workshop on Human Interpretability in Machine Learning (WHI 2018), Stockholm, Sweden","/home/tim/Zotero/storage/DPDIGMVZ/Hendricks et al. - 2018 - Generating Counterfactual Explanations with Natura.pdf","","","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BBCQ3H8M","journalArticle","2019","Ibrahim, Mark; Louie, Melissa; Modarres, Ceena; Paisley, John","Global Explanations of Neural Networks: Mapping the Landscape of Predictions","arXiv:1902.02384 [cs, stat]","","","","http://arxiv.org/abs/1902.02384","A barrier to the wider adoption of neural networks is their lack of interpretability. While local explanation methods exist for one prediction, most global attributions still reduce neural network decisions to a single set of features. In response, we present an approach for generating global attributions called GAM, which explains the landscape of neural network predictions across subpopulations. GAM augments global explanations with the proportion of samples that each attribution best explains and speciﬁes which samples are described by each attribution. Global explanations also have tunable granularity to detect more or fewer subpopulations. We demonstrate that GAM’s global explanations 1) yield the known feature importances of simulated data, 2) match feature weights of interpretable statistical models on real data, and 3) are intuitive to practitioners through user studies. With more transparent predictions, GAM can help ensure neural network decisions are generated for the right reasons.","2019-02-06","2019-05-16 16:47:12","2019-05-16 18:07:42","2019-05-16 18:05:09","","","","","","","Global Explanations of Neural Networks","","","","","","","en","","","","","arXiv.org","","arXiv: 1902.02384","Comment: published at ACM/AAAI AIES","/home/tim/Zotero/storage/YR6CASJM/Ibrahim et al. - 2019 - Global Explanations of Neural Networks Mapping th.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y7VA86EI","journalArticle","","Geng, Yuxia; Chen, Jiaoyan; Jimenez-Ruiz, Ernesto; Chen, Huajun","Human-centric Transfer Learning Explanation via Knowledge Graph","","","","","","Transfer learning which aims at utilizing knowledge learned from one problem (source domain) to solve another different but related problem (target domain) has attracted wide research attentions. However, the current transfer learning methods are mostly uninterpretable, especially to people without ML expertise. In this extended abstract, we brief introduce two knowledge graph (KG) based frameworks towards human understandable transfer learning explanation. The ﬁrst one explains the transferability of features learned by Convolutional Neural Network (CNN) from one domain to another through pre-training and ﬁne-tuning, while the second justiﬁes the model of a target domain predicted by models from multiple source domains in zero-shot learning (ZSL). Both methods utilize KG and its reasoning capability to provide rich and human understandable explanations to the transfer procedure.","","2019-05-16 16:47:12","2019-05-16 18:13:52","","4","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/tim/Zotero/storage/YXWLC66S/Geng et al. - Human-centric Transfer Learning Explanation via Kn.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HW2IBR8C","journalArticle","2017","Barratt, Shane","InterpNET: Neural Introspection for Interpretable Deep Learning","arXiv:1710.09511 [cs, stat]","","","","http://arxiv.org/abs/1710.09511","Humans are able to explain their reasoning. On the contrary, deep neural networks are not. This paper attempts to bridge this gap by introducing a new way to design interpretable neural networks for classiﬁcation, inspired by physiological evidence of the human visual system’s inner-workings. This paper proposes a neural network design paradigm, termed InterpNET, which can be combined with any existing classiﬁcation architecture to generate natural language explanations of the classiﬁcations. The success of the module relies on the assumption that the network’s computation and reasoning is represented in its internal layer activations. While in principle InterpNET could be applied to any existing classiﬁcation architecture, it is evaluated via an image classiﬁcation and explanation task. Experiments on a CUB bird classiﬁcation and explanation dataset show qualitatively and quantitatively that the model is able to generate high-quality explanations. While the current state-of-the-art METEOR score on this dataset is 29.2, InterpNET achieves a much higher METEOR score of 37.9. Source code is available online2.","2017-10-25","2019-05-16 16:47:05","2019-05-16 18:13:59","2019-05-16 18:09:45","","","","","","","InterpNET","","","","","","","en","","","","","arXiv.org","","arXiv: 1710.09511","Comment: Presented at NIPS 2017 Symposium on Interpretable Machine Learning","/home/tim/Zotero/storage/4R4LK2UG/Barratt - 2017 - InterpNET Neural Introspection for Interpretable .pdf","","","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52SFB7CG","journalArticle","2018","Liu, Xuan; Wang, Xiaoguang; Matwin, Stan","Interpretable Deep Convolutional Neural Networks via Meta-learning","arXiv:1802.00560 [cs, stat]","","","","http://arxiv.org/abs/1802.00560","Model interpretability is a requirement in many applications in which crucial decisions are made by users relying on a model’s outputs. The recent movement for “algorithmic fairness” also stipulates explainability, and therefore interpretability of learning models. And yet the most successful contemporary Machine Learning approaches, the Deep Neural Networks, produce models that are highly non-interpretable. We attempt to address this challenge by proposing a technique called CNN-INTE to interpret deep Convolutional Neural Networks (CNN) via meta-learning. In this work, we interpret a speciﬁc hidden layer of the deep CNN model on the MNIST image dataset. We use a clustering algorithm in a two-level structure to ﬁnd the meta-level training data and Random Forest as base learning algorithms to generate the meta-level test data. The interpretation results are displayed visually via diagrams, which clearly indicates how a speciﬁc test instance is classiﬁed. Our method achieves global interpretation for all the test instances on the hidden layers without sacriﬁcing the accuracy obtained by the original deep CNN model. This means our model is faithful to the original deep CNN model, which leads to reliable interpretations.","2018-02-02","2019-05-16 16:46:57","2019-05-16 18:14:49","2019-05-16 18:10:41","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1802.00560","Comment: 9 pages, 9 figures, 2018 International Joint Conference on Neural Networks, in press","/home/tim/Zotero/storage/DDUDMDC9/Liu et al. - 2018 - Interpretable Deep Convolutional Neural Networks v.pdf","","base learning algorithms; big data; clustering algorithm; CNN-INTE; Computational modeling; convolution; Convolutional Neural Network; deep CNN model; deep learning; feedforward neural nets; interpretability; interpretable deep convolutional neural networks; learning (artificial intelligence); Machine learning; Machine learning algorithms; machine learning approaches; meta-learning; Meta-learning; meta-level test data; meta-level training data; MNIST image dataset; model interpretability; pattern classification; pattern clustering; Prediction algorithms; Predictive models; random forest; random processes; TensorFlow; Training data; Visualization","Computer Science - Artificial Intelligence; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H3LJA2KB","journalArticle","2016","Hechtlinger, Yotam","Interpretation of Prediction Models Using the Input Gradient","arXiv:1611.07634 [cs, stat]","","","","http://arxiv.org/abs/1611.07634","State of the art machine learning algorithms are highly optimized to provide the optimal prediction possible, naturally resulting in complex models. While these models often outperform simpler more interpretable models by order of magnitudes, in terms of understanding the way the model functions, we are often facing a “black box”.","2016-11-22","2019-05-16 16:47:04","2019-05-16 18:15:05","2019-05-16 18:11:00","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1611.07634","Comment: Presented at NIPS 2016 Workshop on Interpretable Machine Learning in Complex Systems","/home/tim/Zotero/storage/WUMCQ9HT/Hechtlinger - 2016 - Interpretation of Prediction Models Using the Inpu.pdf","","","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IN9PGMPC","journalArticle","2017","Fong, Ruth; Vedaldi, Andrea","Interpretable Explanations of Black Boxes by Meaningful Perturbation","2017 IEEE International Conference on Computer Vision (ICCV)","","","10.1109/ICCV.2017.371","http://arxiv.org/abs/1704.03296","As machine learning algorithms are increasingly applied to high impact yet high risk tasks, such as medical diagnosis or autonomous driving, it is critical that researchers can explain how such algorithms arrived at their predictions. In recent years, a number of image saliency methods have been developed to summarize where highly complex neural networks “look” in an image for evidence for their predictions. However, these techniques are limited by their heuristic nature and architectural constraints.","2017-10","2019-05-16 16:47:04","2019-05-16 18:14:57","2019-05-16 18:11:09","3449-3457","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1704.03296","Comment: Final camera-ready paper published at ICCV 2017 (Supplementary materials: http://openaccess.thecvf.com/content_ICCV_2017/supplemental/Fong_Interpretable_Explanations_of_ICCV_2017_supplemental.pdf)","/home/tim/Zotero/storage/96H22FMY/Fong and Vedaldi - 2017 - Interpretable Explanations of Black Boxes by Meani.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D59WVMCP","journalArticle","2019","Ish-Horowicz, Jonathan; Udwin, Dana; Flaxman, Seth; Filippi, Sarah; Crawford, Lorin","Interpreting Deep Neural Networks Through Variable Importance","arXiv:1901.09839 [cs, stat]","","","","http://arxiv.org/abs/1901.09839","While the success of deep neural networks (DNNs) is well-established across a variety of domains, our ability to explain and interpret these methods is limited. Unlike previously proposed local methods which try to explain particular classiﬁcation decisions, we focus on global interpretability and ask a universally applicable question: given a trained model, which features are the most important? In the context of neural networks, a feature is rarely important on its own, so our strategy is speciﬁcally designed to leverage partial covariance structures and incorporate variable dependence into feature ranking. Our methodological contributions in this paper are two-fold. First, we propose an effect size analogue for DNNs that is appropriate for applications with highly collinear predictors (ubiquitous in computer vision). Second, we extend the recently proposed “RelATive cEntrality” (RATE) measure (Crawford et al., 2019) to the Bayesian deep learning setting. RATE applies an information theoretic criterion to the posterior distribution of effect sizes to assess feature signiﬁcance. We apply our framework to three broad application areas: computer vision, natural language processing, and social science.","2019-01-28","2019-05-16 16:47:12","2019-05-16 18:15:14","2019-05-16 18:12:17","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1901.09839","","/home/tim/Zotero/storage/VGQQKC3V/Ish-Horowicz et al. - 2019 - Interpreting Deep Neural Networks Through Variable.pdf","","","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"976IGRZC","journalArticle","2018","Zhang, Xin; Solar-Lezama, Armando; Singh, Rishabh","Interpreting Neural Network Judgments via Minimal, Stable, and Symbolic Corrections","arXiv:1802.07384 [cs, stat]","","","","http://arxiv.org/abs/1802.07384","We present a new algorithm to generate minimal, stable, and symbolic corrections to an input that will cause a neural network with ReLU activations to change its output. We argue that such a correction is a useful way to provide feedback to a user when the network’s output is different from a desired output. Our algorithm generates such a correction by solving a series of linear constraint satisfaction problems. The technique is evaluated on three neural network models: one predicting whether an applicant will pay a mortgage, one predicting whether a ﬁrst-order theorem can be proved efﬁciently by a solver using certain heuristics, and the ﬁnal one judging whether a drawing is an accurate rendition of a canonical drawing of a cat.","2018-02-20","2019-05-16 16:47:07","2019-05-16 18:15:24","2019-05-16 18:12:22","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1802.07384","Comment: 24 pages","/home/tim/Zotero/storage/CN4L7QQJ/Zhang et al. - 2018 - Interpreting Neural Network Judgments via Minimal,.pdf","","","68T01; Computer Science - Artificial Intelligence; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GAES7TDJ","journalArticle","2016","Kindermans, Pieter-Jan; Schütt, Kristof; Müller, Klaus-Robert; Dähne, Sven","Investigating the influence of noise and distractors on the interpretation of neural networks","arXiv:1611.07270 [cs, stat]","","","","http://arxiv.org/abs/1611.07270","Understanding neural networks is becoming increasingly important. Over the last few years different types of visualisation and explanation methods have been proposed. However, none of them explicitly considered the behaviour in the presence of noise and distracting elements. In this work, we will show how noise and distracting dimensions can inﬂuence the result of an explanation model. This gives a new theoretical insights to aid selection of the most appropriate explanation model within the deep-Taylor decomposition framework.","2016-11-22","2019-05-16 16:47:03","2019-05-16 18:22:08","2019-05-16 18:16:05","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1611.07270","Comment: Presented at NIPS 2016 Workshop on Interpretable Machine Learning in Complex Systems","/home/tim/Zotero/storage/46WW5VDC/Kindermans et al. - 2016 - Investigating the influence of noise and distracto.pdf","","","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZGI3DQ33","journalArticle","2018","Harbecke, David; Schwarzenberg, Robert; Alt, Christoph","Learning Explanations from Language Data","arXiv:1808.04127 [cs]","","","","http://arxiv.org/abs/1808.04127","PatternAttribution is a recent method, introduced in the vision domain, that explains classiﬁcations of deep neural networks. We demonstrate that it also generates meaningful interpretations in the language domain.","2018-08-13","2019-05-16 16:47:09","2019-05-16 18:22:16","2019-05-16 18:16:09","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1808.04127","Comment: Appears in 2018 EMNLP Workshop on Analyzing and Interpreting Neural Networks for NLP (BlackboxNLP)","/home/tim/Zotero/storage/7CBSD2SX/Harbecke et al. - 2018 - Learning Explanations from Language Data.pdf","","","Computer Science - Computation and Language; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7MDX99UI","journalArticle","2018","Gupta, Pankaj; Schütze, Hinrich","LISA: Explaining Recurrent Neural Network Judgments via Layer-wIse Semantic Accumulation and Example to Pattern Transformation","arXiv:1808.01591 [cs]","","","","http://arxiv.org/abs/1808.01591","Recurrent neural networks (RNNs) are temporal networks and cumulative in nature that have shown promising results in various natural language processing tasks. Despite their success, it still remains a challenge to understand their hidden behavior. In this work, we analyze and interpret the cumulative nature of RNN via a proposed technique named as Layer-wIse-Semantic-Accumulation (LISA) for explaining decisions and detecting the most likely (i.e., saliency) patterns that the network relies on while decision making. We demonstrate (1) LISA: “How an RNN accumulates or builds semantics during its sequential processing for a given text example and expected response” (2) Example2pattern: “How the saliency patterns look like for each category in the data according to the network in decision making”. We analyse the sensitiveness of RNNs about different inputs to check the increase or decrease in prediction scores and further extract the saliency patterns learned by the network. We employ two relation classiﬁcation datasets: SemEval 10 Task 8 and TAC KBP Slot Filling to explain RNN predictions via the LISA and example2pattern.","2018-08-05","2019-05-16 16:47:09","2019-05-16 18:22:23","2019-05-16 18:16:40","","","","","","","LISA","","","","","","","en","","","","","arXiv.org","","arXiv: 1808.01591","Comment: 2018 Conference on Empirical Methods in Natural Language Processing (EMNLP2018) workshop on Analyzing and Interpreting Neural Networks for NLP (BlackBoxNLP)","/home/tim/Zotero/storage/YK4AX2GN/Gupta and Schütze - 2018 - LISA Explaining Recurrent Neural Network Judgment.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Computation and Language; Computer Science - Information Retrieval; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8LL65TH8","journalArticle","2018","Peltola, Tomi","Local Interpretable Model-agnostic Explanations of Bayesian Predictive Models via Kullback-Leibler Projections","arXiv:1810.02678 [cs, stat]","","","","http://arxiv.org/abs/1810.02678","We introduce a method, KL-LIME, for explaining predictions of Bayesian predictive models by projecting the information in the predictive distribution locally to a simpler, interpretable explanation model. The proposed approach combines the recent Local Interpretable Model-agnostic Explanations (LIME) method with ideas from Bayesian projection predictive variable selection methods. The information theoretic basis helps in navigating the trade-off between explanation ﬁdelity and complexity. We demonstrate the method in explaining MNIST digit classiﬁcations made by a Bayesian deep convolutional neural network.","2018-10-05","2019-05-16 16:47:10","2019-05-16 18:22:31","2019-05-16 18:16:44","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1810.02678","Comment: Extended abstract/short paper, Proceedings of the 2nd Workshop on Explainable Artificial Intelligence (XAI 2018) at IJCAI/ECAI 2018","/home/tim/Zotero/storage/DEU42LBK/Peltola - 2018 - Local Interpretable Model-agnostic Explanations of.pdf","","","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIE5JZ2F","journalArticle","2019","Zhang, J.; Wang, Y.; Molino, P.; Li, L.; Ebert, D. S.","Manifold: A Model-Agnostic Framework for Interpretation and Diagnosis of Machine Learning Models","IEEE Transactions on Visualization and Computer Graphics","","1077-2626","10.1109/TVCG.2018.2864499","","Interpretation and diagnosis of machine learning models have gained renewed interest in recent years with breakthroughs in new approaches. We present Manifold, a framework that utilizes visual analysis techniques to support interpretation, debugging, and comparison of machine learning models in a more transparent and interactive manner. Conventional techniques usually focus on visualizing the internal logic of a specific model type (i.e., deep neural networks), lacking the ability to extend to a more complex scenario where different model types are integrated. To this end, Manifold is designed as a generic framework that does not rely on or access the internal logic of the model and solely observes the input (i.e., instances or features) and the output (i.e., the predicted result and probability distribution). We describe the workflow of Manifold as an iterative process consisting of three major phases that are commonly involved in the model development and diagnosis process: inspection (hypothesis), explanation (reasoning), and refinement (verification). The visual components supporting these tasks include a scatterplot-based visual summary that overviews the models' outcome and a customizable tabular view that reveals feature discrimination. We demonstrate current applications of the framework on the classification and regression tasks and discuss other potential machine learning use scenarios where Manifold can be applied.","2019-01","2019-05-16 16:46:56","2019-05-16 18:22:49","","364-373","","1","25","","","Manifold","","","","","","","","","","","","IEEE Xplore","","","","/home/tim/Zotero/storage/WZYDPQ3Q/8440091.html; /home/tim/Zotero/storage/WIDG3F8B/Zhang et al. - 2019 - Manifold A Model-Agnostic Framework for Interpret.pdf","","Analytical models; classification tasks; Computational modeling; customizable tabular view; data analysis; Data models; data visualisation; debugging; deep neural networks; diagnosis process; explanation; feature discrimination; generic framework; inspection; Interactive machine learning; internal logic; interpretation; iterative methods; learning (artificial intelligence); Machine learning; machine learning models; manifold; Manifolds; model comparison; model debugging; model development; model-agnostic framework; models outcome; neural nets; performance analysis; potential machine learning; refinement; regression analysis; regression tasks; scatterplot-based visual summary; specific model type; Task analysis; visual analysis techniques; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UW4YRBQP","journalArticle","2018","Montavon, Grégoire; Samek, Wojciech; Müller, Klaus-Robert","Methods for Interpreting and Understanding Deep Neural Networks","Digital Signal Processing","","10512004","10.1016/j.dsp.2017.10.011","http://arxiv.org/abs/1706.07979","This paper provides an entry point to the problem of interpreting a deep neural network model and explaining its predictions. It is based on a tutorial given at ICASSP 2017. It introduces some recently proposed techniques of interpretation, along with theory, tricks and recommendations, to make most eﬃcient use of these techniques on real data. It also discusses a number of practical applications.","2018-02","2019-05-16 16:47:04","2019-05-16 18:22:58","2019-05-16 18:18:22","1-15","","","73","","Digital Signal Processing","","","","","","","","en","","","","","arXiv.org","","arXiv: 1706.07979","Comment: 14 pages, 10 figures","/home/tim/Zotero/storage/4UMS7Y49/Montavon et al. - 2018 - Methods for Interpreting and Understanding Deep Ne.pdf","","","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3MPA7I2H","journalArticle","2016","Ribeiro, Marco Tulio; Singh, Sameer; Guestrin, Carlos","Model-Agnostic Interpretability of Machine Learning","arXiv:1606.05386 [cs, stat]","","","","http://arxiv.org/abs/1606.05386","Understanding why machine learning models behave the way they do empowers both system designers and end-users in many ways: in model selection, feature engineering, in order to trust and act upon the predictions, and in more intuitive user interfaces. Thus, interpretability has become a vital concern in machine learning, and work in the area of interpretable models has found renewed interest. In some applications, such models are as accurate as non-interpretable ones, and thus are preferred for their transparency. Even when they are not accurate, they may still be preferred when interpretability is of paramount importance. However, restricting machine learning to interpretable models is often a severe limitation. In this paper we argue for explaining machine learning predictions using model-agnostic approaches. By treating the machine learning models as black-box functions, these approaches provide crucial flexibility in the choice of models, explanations, and representations, improving debugging, comparison, and interfaces for a variety of users and models. We also outline the main challenges for such methods, and review a recently-introduced model-agnostic explanation approach (LIME) that addresses these challenges.","2016-06-16","2019-05-16 16:47:03","2019-05-16 18:33:11","2019-05-16 18:25:48","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1606.05386","Comment: presented at 2016 ICML Workshop on Human Interpretability in Machine Learning (WHI 2016), New York, NY","/home/tim/Zotero/storage/8KHZBY8N/Ribeiro et al. - 2016 - Model-Agnostic Interpretability of Machine Learnin.pdf","","","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9CIJYT5Z","journalArticle","2019","Cui, X.; Wang, D.; Wang, Z. J.","Multi-scale Interpretation Model for Convolutional Neural Networks: Building Trust based on Hierarchical Interpretation","IEEE Transactions on Multimedia","","1520-9210","10.1109/TMM.2019.2902099","","With the rapid development of deep learning models, their performances in various tasks are improved, while meanwhile their increasingly intricate architectures make them difficult to interpret. To tackle this challenge, model interpretability is essential and has been investigated in a wide range of applications. For end users, model interpretability can be used to build trust in the deployed machine learning models. For practitioners, interpretability plays a critical role in model explanation, model validation, and model improvement to develop a faithful model. In the paper, we propose a novel Multi-scale INTerpretation (MINT) model for convolutional neural networks using both the perturbation-based and the gradient-based interpretation approaches. It learns the class-discriminative interpretable knowledge from the multi-scale perturbation of feature information in different layers of deep networks. The proposed MINT model provides the coarse-scale and the fine-scale interpretations for the attention in the deep layer and specific features in the shallow layer, respectively. Experimental results show that the MINT model presents the class-discriminative interpretation of the network decision and explains the significance of the hierarchical network structure.","2019","2019-05-16 16:46:58","2019-05-16 18:33:19","","1-1","","","","","","Multi-scale Interpretation Model for Convolutional Neural Networks","","","","","","","","","","","","IEEE Xplore","","","","/home/tim/Zotero/storage/WEA5PBP7/8653995.html; /home/tim/Zotero/storage/832XTMGJ/Cui et al. - 2019 - Multi-scale Interpretation Model for Convolutional.pdf","","Analytical models; Computational modeling; convolutional neural networks; Feature extraction; Heating systems; Image segmentation; Model interpretability; model-agnostic; multi-scale interpretation; Perturbation methods; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZHU9ME5K","journalArticle","2018","Adadi, A.; Berrada, M.","Peeking Inside the Black-Box: A Survey on Explainable Artificial Intelligence (XAI)","IEEE Access","","2169-3536","10.1109/ACCESS.2018.2870052","","At the dawn of the fourth industrial revolution, we are witnessing a fast and widespread adoption of artificial intelligence (AI) in our daily life, which contributes to accelerating the shift towards a more algorithmic society. However, even with such unprecedented advancements, a key impediment to the use of AI-based systems is that they often lack transparency. Indeed, the black-box nature of these systems allows powerful predictions, but it cannot be directly explained. This issue has triggered a new debate on explainable AI (XAI). A research field holds substantial promise for improving trust and transparency of AI-based systems. It is recognized as the sine qua non for AI to continue making steady progress without disruption. This survey provides an entry point for interested researchers and practitioners to learn key aspects of the young and rapidly growing body of research related to XAI. Through the lens of the literature, we review the existing approaches regarding the topic, discuss trends surrounding its sphere, and present major research trajectories.","2018","2019-05-16 16:46:56","2019-05-16 18:33:26","","52138-52160","","","6","","","Peeking Inside the Black-Box","","","","","","","","","","","","IEEE Xplore","","","","/home/tim/Zotero/storage/F6FBEB66/8466590.html; /home/tim/Zotero/storage/XDKEPYBE/Adadi and Berrada - 2018 - Peeking Inside the Black-Box A Survey on Explaina.pdf","","AI-based systems; artificial intelligence; Biological system modeling; black-box models; black-box nature; Conferences; explainable AI; explainable artificial intelligence; Explainable artificial intelligence; fourth industrial revolution; interpretable machine learning; Machine learning; Machine learning algorithms; Market research; Prediction algorithms; XAI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
